BNet_UI,Status,ProbeKit,DNA_Yield,DateExtracted,ID,Family,Subfamily,Tribe,Section,Genus,Species,Subspecies,Tissue,QubitAssayConcentration,QubitStockConcentration,FullName,ValidName,DateSentToRapid,Sequence Successful,ExtractedBy,Contributor,ProjectCode,Type ,DNA_Fragmentation,Notes
BN000027,duplicate,NA,low,3/27/2017,GB37,Hedylidae,,,,Macrosoma,heliconiaria,,abdomen,0.0142,2.84,Macrosoma heliconiaria,Macrosoma heliconiaria,--,--,R. St Laurent/K. Dexter,Gunnar Brehm,--,,,
BN000028,sequenced,13,good,4/12/2017,LEP 49973,Hedylidae,,,,Macrosoma,heliconiaria,,Abdomen,0.307,61.4,Macrosoma heliconiaria,Macrosoma heliconiaria,7/10/2017,,K.Dexter,,Hedy,,,
BN000029,unsequenceable,NA,bad,6/22/2016,GB-Hedy-015,Hedylidae,,,,Macrosoma,hyancinthina,,Legs,<0.010,,Macrosoma hyancinthina,Macrosoma hyacinthina,--,--,K.Dexter,Gunnar Brehm,--,,,
BN000030,unsequenceable,NA,bad,6/22/2016,GB-Hedy-033,Hedylidae,,,,Macrosoma,hyancinthina,,Legs,<0.010,,Macrosoma hyancinthina,Macrosoma hyacinthina,--,--,K.Dexter,Gunnar Brehm,--,,,
BN000031,sequenced,13,good,3/27/2017,GB36,Hedylidae,,,,Macrosoma,hyancinthina,,abdomen,0.42,84,Macrosoma hyancinthina,Macrosoma hyacinthina,7/10/2017,,R. St Laurent/K. Dexter,Gunnar Brehm,Hedy,,,
BN000032,sequenced,450,good,,LEP-23887,Hedylidae,,,,Macrosoma,hyancinthina,,,,47.2,Macrosoma hyancinthina,Macrosoma hyacinthina,,Yes,M. Espeland,Sergio Vargas,,,,Marianne's Sequence
BN000033,unsequenceable,unassigned,bad,6/22/2016,GB-Hedy-010,Hedylidae,,,,Macrosoma,intermedia,,Legs,<0.010,,Macrosoma intermedia,Macrosoma intermedia,--,--,K.Dexter,Gunnar Brehm,--,,,
BN000034,sequenced,13,good,4/12/2017,LEP 49979,Hedylidae,,,,Macrosoma,lamellifera,,Abdomen,0.0284,5.68,Macrosoma lamellifera,Macrosoma lamellifera,7/10/2017,,K. Dexter,,Hedy,,,
BN000035,sequenced,13,good,10/15/2016,LEP 30232,Hedylidae,,,,Macrosoma,leucophasiata,,Abdomen,0.28,56,Macrosoma leucophasiata,Macrosoma leucophasiata,7/10/2017,,K.Dexter,,Hedy,,,
BN000036,unsequenceable,NA,bad,6/22/2016,GB-Hedy-003,Hedylidae,,,,Macrosoma,leucoplethes,,Legs,<0.010,,Macrosoma leucoplethes,Macrosoma leucoplethes,--,--,K.Dexter,Gunnar Brehm,--,,,
BN000037,sequenced,13,good,4/12/2017,LEP 30424,Hedylidae,,,,Macrosoma,leucoplethes,,Thorax,0.151,30.2,Macrosoma leucoplethes,Macrosoma leucoplethes,7/10/2017,,K. Dexter,,Hedy,,,
BN000038,duplicate,NA,low,6/22/2016,MPUJ_ENT 0041280,Hedylidae,,,,Macrosoma,lucivittata,,Legs,0.0139,2.78,Macrosoma lucivittata,Macrosoma lucivittata,--,--,K.Dexter,Sergio Vargas,--,,,
BN000039,unsequenceable,NA,bad,6/22/2016,GB-Hedy-005,Hedylidae,,,,Macrosoma,lucivittata,,Legs,<0.010,,Macrosoma lucivittata,Macrosoma lucivittata,--,--,K.Dexter,Gunnar Brehm,--,,,
BN000040,unsequenceable,NA,bad,6/22/2016,MPUJ_ENT 0041278,Hedylidae,,,,Macrosoma,lucivittata,,Legs,<0.010,,Macrosoma lucivittata,Macrosoma lucivittata,--,--,K.Dexter,Sergio Vargas,--,,,
BN000041,unsequenceable,NA,bad,6/22/2016,MPUJ_ENT 0041281,Hedylidae,,,,Macrosoma,lucivittata,,Legs,<0.010,,Macrosoma lucivittata,Macrosoma lucivittata,--,--,K.Dexter,Sergio Vargas,--,,,
BN000042,sequenced,13,good,10/15/2016,LEP 30286,Hedylidae,,,,Macrosoma,lucivittata,,Abdomen,0.165,33,Macrosoma lucivittata,Macrosoma lucivittata,7/10/2017,,K.Dexter,,Hedy,,,
BN000043,duplicate,NA,low,3/27/2017,GB40,Hedylidae,,,,Macrosoma,lucivittata,,abdomen,0.021,4.2,Macrosoma lucivittata,Macrosoma lucivittata,--,--,R. St Laurent/K. Dexter,Gunnar Brehm,--,,,
BN000044,duplicate,NA,good,3/27/2017,GB46,Hedylidae,,,,Macrosoma,lucivittata,,abdomen,0.0843,16.9,Macrosoma lucivittata,Macrosoma lucivittata,--,--,R. St Laurent/K. Dexter,Gunnar Brehm,--,,,
BN000045,sequenced,13,good,4/12/2017,LEP 49975,Hedylidae,,,,Macrosoma,majormacula,,Abdomen,0.211,42.2,Macrosoma majormacula,Macrosoma majormacula,7/10/2017,,K. Dexter,,Hedy,,,
BN000046,sequenced,13,good,3/27/2017,GB41,Hedylidae,,,,Macrosoma,minutipuncta,,abdomen,0.274,54.8,Macrosoma minutipuncta,Macrosoma minutipuncta,7/10/2017,,R. St Laurent/K. Dexter,Gunnar Brehm,Hedy,,,
BN000047,unsequenceable,NA,bad,6/22/2016,GB-Hedy-028,Hedylidae,,,,Macrosoma,muscerdata,,Legs,<0.010,,Macrosoma muscerdata,Macrosoma muscerdata,--,--,K.Dexter,Gunnar Brehm,--,,,
BN000048,sequenced,13,low,3/27/2017,GB43,Hedylidae,,,,Macrosoma,muscerdata,,abdomen,0.0103,2.06,Macrosoma muscerdata,Macrosoma muscerdata,7/10/2017,,R. St Laurent/K. Dexter,Gunnar Brehm,Hedy,,,
BN000049,sequenced,13,good,10/15/2016,LEP 30311,Hedylidae,,,,Macrosoma,nigrimacula,,Abdomen,0.186,37.2,Macrosoma nigrimacula,Macrosoma nigrimacula,7/10/2017,,K.Dexter,,Hedy,,,
BN000050,duplicate,NA,good,3/27/2017,GB38,Hedylidae,,,,Macrosoma,nigrimacula,,abdomen,0.0756,15.1,Macrosoma nigrimacula,Macrosoma nigrimacula,--,--,R. St Laurent/K. Dexter,Gunnar Brehm,--,,,
BN000051,duplicate,NA,good,10/15/2016,LEP 36969,Hedylidae,,,,Macrosoma,nigrimacula?,,Abdomen,0.0561,11.2,Macrosoma nigrimacula?,Macrosoma sp,--,--,K.Dexter,,--,,,
BN000052,sequenced,13,good,4/12/2017,LEP 49966,Hedylidae,,,,Macrosoma,pectinogyna,,Abdomen,0.311,62.2,Macrosoma pectinogyna,Macrosoma pectinogyna,7/10/2017,,K. Dexter,,Hedy,,,
BN000053,sequenced,450,good,,LEP-20621,Hedylidae,,,,Macrosoma,rubedinaria,,,,27.2,Macrosoma rubedinaria,Macrosoma rubedinaria,--,Yes,M. Espeland,,,,,Marianne's Sequence
BN000054,unsequenceable,NA,bad,6/22/2016,GB-Hedy-031,Hedylidae,,,,Macrosoma,satellitiata,,Legs,<0.010,,Macrosoma satellitiata,Macrosoma satellitiata,--,--,K.Dexter,Gunnar Brehm,--,,,
BN000055,sequenced,13,good,4/12/2017,LEP 49970,Hedylidae,,,,Macrosoma,satellitiata,,Abdomen,0.126,25.2,Macrosoma satellitiata,Macrosoma satellitiata,7/10/2017,,K. Dexter,,Hedy,,,
BN000056,unsequenceable,unassigned,bad,6/22/2016,GB-Hedy-027,Hedylidae,,,,Macrosoma,semiermis,,Legs,<0.010,,Macrosoma semiermis,Macrosoma semiermis,--,--,K.Dexter,Gunnar Brehm,--,,,
BN000057,unsequenceable,unassigned,bad,6/22/2016,GB-Hedy-029,Hedylidae,,,,Macrosoma,sp,,Legs,<0.010,,Macrosoma sp,Macrosoma sp,--,--,K.Dexter,Gunnar Brehm,--,,,
BN000058,unsequenceable,unassigned,bad,6/22/2016,GB-Hedy-034,Hedylidae,,,,Macrosoma,sp,,Legs,<0.010,,Macrosoma sp,Macrosoma sp,--,--,K.Dexter,Gunnar Brehm,--,,,
BN000059,sequenced,13,good,5/20/2016,LEP 22567,Hedylidae,,,,Macrosoma,sp.,,"Head, Thorax, Legs",0.355,71,Macrosoma sp.,Macrosoma sp,7/10/2017,,K.Dexter,,Hedy,,,
BN000060,sequenced,13,good,10/15/2016,LEP 30285,Hedylidae,,,,Macrosoma,sp.,,Abdomen,0.446,89.2,Macrosoma sp.,Macrosoma sp,7/10/2017,,K.Dexter,,Hedy,,,
BN000061,sequenced,450,good,,FG120122,Hedylidae,,,,Macrosoma,sp.,,,,,Macrosoma sp.,Macrosoma sp,,Yes,M. Espeland,,,,,Marianne's Sequence
BN000062,sequenced,13,good,4/12/2017,LEP 49977,Hedylidae,,,,Macrosoma,sp. X,,Abdomen,0.0546,10.9,Macrosoma sp. X,Macrosoma sp,7/10/2017,,K.Dexter,,Hedy,,,
BN000063,duplicate,unassigned,low,6/22/2016,MPUJ_ENT 0041283,Hedylidae,,,,Macrosoma,sp1,,Legs,0.0116,2.32,Macrosoma sp1,Macrosoma sp,--,--,K.Dexter,Sergio Vargas,--,,,
BN000064,duplicate,unassigned,low,6/22/2016,MPUJ_ENT 0041282,Hedylidae,,,,Macrosoma,sp1,,Legs,0.0147,2.94,Macrosoma sp1,Macrosoma sp,--,--,K.Dexter,Sergio Vargas,--,,,
BN000065,duplicate,NA,low,6/22/2016,MPUJ_ENT 0041287,Hedylidae,,,,Macrosoma,sp2,,Legs,0.0224,4.48,Macrosoma sp2,Macrosoma sp,--,--,K.Dexter,Sergio Vargas,--,,,
BN000066,sequenced,13,good,6/22/2016,MPUJ_ENT 0041285,Hedylidae,,,,Macrosoma,sp2,,Legs,0.0244,4.88,Macrosoma sp2,Macrosoma sp,7/10/2017,,K.Dexter,Sergio Vargas,Hedy,,,
BN000067,duplicate,NA,low,6/22/2016,MPUJ_ENT 0041286,Hedylidae,,,,Macrosoma,sp2,,Legs,0.153,3.06,Macrosoma sp2,Macrosoma sp,--,--,K.Dexter,Sergio Vargas,--,,,
BN000068,unsequenceable,NA,bad,6/22/2016,MPUJ_ENT 0041284,Hedylidae,,,,Macrosoma,sp2,,Legs,<0.010,,Macrosoma sp2,Macrosoma sp,--,--,K.Dexter,Sergio Vargas,--,,,
BN000069,sequenced,13,good,4/12/2017,LEP 49971,Hedylidae,,,,Macrosoma,stabilnota,,Abdomen,0.0527,10.5,Macrosoma stabilnota,Macrosoma stabilinota,7/10/2017,,K. Dexter,,Hedy,,,
BN000070,unsequenceable,unassigned,bad,3/27/2017,GB45,Hedylidae,,,,Macrosoma,subornata,,abdomen,<0.010,,Macrosoma subornata,Macrosoma subornata,--,--,R. St Laurent/K. Dexter,Gunnar Brehm,--,,,
BN000071,sequenced,450,good,4/12/2017,LEP 49972,Hedylidae,,,,Macrosoma,tipulata,,Abdomen,0.0683,13.7,Macrosoma tipulata,Macrosoma tipulata,6/27/2017,,K. Dexter,,Hedy,X,,
BN000072,sequenced,13,good,3/27/2017,GB44,Hedylidae,,,,Macrosoma,ustrinaria,,abdomen,0.243,48.6,Macrosoma ustrinaria,Macrosoma ustrinaria,7/10/2017,,R. St Laurent/K. Dexter,Gunnar Brehm,Hedy,,,
BN000073,unsequenceable,NA,bad,4/12/2017,LEP 49980,Hedylidae,,,,Macrosoma,ustrinaria,,Abdomen,<0.010,,Macrosoma ustrinaria,Macrosoma ustrinaria,--,--,K. Dexter,,--,,,
BN000074,sequenced,450,good,1/16/2017,BN-SZS-00388,Hesperiidae,Pyrginae,Tagiadini,,Abantis,ja,usheri,Thorax,0.062,12.4,Abantis ja,Abantis ja,6/27/2017,,K.Dexter,M. Espeland,Hesp,,,
BN000075,sequenced,13,good,1/16/2017,BN-SZS-00389,Hesperiidae,Pyrginae,Tagiadini,,Abantis,lucretia,,Thorax,0.0811,16.2,Abantis lucretia,Abantis lucretia,7/10/2017,,K.Dexter,M. Espeland,Hesp,,,
BN000076,sequenced,13,good,4/3/2017,Rvcoll11K592,Hesperiidae,Pyrginae,Tagiadini,,Abantis,venosa,,Thorax,0.101,20.2,Abantis venosa,Abantis venosa,7/10/2017,,K. Dexter,Roger Villa,Hesp,,,
BN000077,sequenced,13,good,1/16/2017,BN-SZS-00321,Hesperiidae,Pyrginae,Tagiadini,,Abantis,zambesiaca,,Thorax,0.0791,15.8,Abantis zambesiaca,Abantis zambesiaca,7/10/2017,,K.Dexter,M. Espeland,Hesp,,,
BN000078,sequenced,450,good,9/28/2016,MY-2016-HES-74,Hesperiidae,Pyrginae,Tagiadini,,Abraximorpha,davidii,davidii,Thorax,0.466,93.2,Abraximorpha davidii,Abraximorpha davidii,12/13/2016,Yes,K.Dexter,Yago,Hesp,X,,
BN000079,sequenced,450,good,4/3/2017,Rvcoll11K214,Hesperiidae,Hesperiinae,Erionotini,,Acada,biseriata,,Thorax,0.0784,15.7,Acada biseriata,Acada biseriata,6/27/2017,,K. Dexter,Roger Villa,Hesp,,,
BN000080,sequenced,450,good,,186,Hesperiidae,Eudaminae,,,Achalarus,albociliatus,,,0.0307,6.14,Achalarus albociliatus,Achalarus albociliatus,6/27/2017,,Andy Warren,Andy Warren,Hesp,,,
BN000081,sequenced,450,good,2/27/2017,LEP 41861,Hesperiidae,Pyrginae,Achlyodini,,Achlyodes,busirus,,Thorax,0.166,33.2,Achlyodes busirus,Achlyodes busirus,6/27/2017,,R. St Laurent,,Hesp,X,,
BN000082,duplicate,NA,good,8/16/2017,LEP 53026,Hesperiidae,Pyrginae,Achlyodini,,Achlyodes,mithridates,thraso,Abdomen,0.16,32,Achlyodes mithridates,Eantis thraso,,,K. Dexter,Ana B. B. Morais,--,,,Correct name of Achlyodes thraso (synonym)
BN000083,sequenced,13,good,11/17/2016,LEP 36897,Hesperiidae,Pyrginae,Achlyodini,,Achlyodes,pallida,,Thorax,0.178,35.6,Achlyodes pallida,Achlyodes pallida,1/12/2017,Yes,K.Dexter,,Hesp,,,
BN000084,sequenced,450,good,,08-SNRP-2335,Hesperiidae,Pyrginae,Achlyodini,,Achlyodes,thraso,,,,63.2,Achlyodes thraso,Achlyodes thraso,,Yes,M. Espeland,,,,,Marianne's sequence / wrong name (synonym of mithridates)
BN000085,sequenced,13,good,9/15/2017,ME-12-C560,Hesperiidae,Hesperiinae,Erionotini,,Acleros,mackenii,,Thorax,0.315,63,Acleros mackenii,Acleros mackenii,3/12/2018,,K. Dexter,MCZ,Hesp,,,
BN000086,sequenced,450,good,,ME-12-C975,Hesperiidae,Hesperiinae,Erionotini,,Acleros,ploetzi,,,,57.2,Acleros ploetzi,Acleros ploetzi,,Yes,M. Espeland,,,,,Marianne's sequecne.
BN000087,sequenced,450,good,2/27/2017,LEP 47546,Hesperiidae,Hesperiinae,Thymelicini,,Adopaeoides,prittwitzi,,"head, thorax, abdomen (no genitalia)",0.147,29.4,Adopaeoides prittwitzi,Adopaeoides prittwitzi,6/27/2017,,R. St Laurent,,Hesp,X,,
BN000088,sequenced,450,good,10/17/2016,MY-2016-10,Hesperiidae,Hesperiinae,Aeromachini,,Aeromachus,inachus,inachus,Legs,0.0426,8.52,Aeromachus inachus,Aeromachus inachus,12/13/2016,,K.Dexter,Yago,,,,
BN000090,sequenced,13,good,8/16/2017,LEP 53027,Hesperiidae,Pyrginae,Achlyodini,,Aethilla,echina,coracina,Abdomen,0.0253,5.06,Aethilla echina,Aethilla echina,3/5/2018,,K. Dexter,Ana B. B. Morais,Hesp,,,1 gene
BN000091,sequenced,450,good,,522,Hesperiidae,Pyrginae,Achlyodini,,Aethilla,lavochrea,,,0.118,23.6,Aethilla lavochrea,Aethilla lavochrea,6/27/2017,,Andy Warren,Andy Warren,Hesp,,,
BN000092,sequenced,450,good,11/17/2016,LEP 40123,Hesperiidae,Megathyminae,Megathymini,,Agathymus,aryxna,,Thorax,0.376,75.2,Agathymus aryxna,Agathymus aryxna,12/13/2016,Yes,K.Dexter,,Hesp,,,
BN000093,sequenced,13,good,11/17/2016,LEP 40166,Hesperiidae,Megathyminae,Megathymini,,Agathymus,evansi,,Thorax,0.277,55.4,Agathymus evansi,Agathymus evansi,1/12/2017,Yes,K.Dexter,,Hesp,,,
BN000094,sequenced,13,low,,587,Hesperiidae,Megathyminae,Megathymini,,Agathymus,mariae,,,0.0214,4.28,Agathymus mariae,Agathymus mariae,7/10/2017,,Andy Warren,Andy Warren,Hesp,,,
BN000095,sequenced,450,good,,140,Hesperiidae,Eudaminae,,,Aguna,asander,,,0.0919,18.4,Aguna asander,Aguna asander,6/27/2017,,Andy Warren,Andy Warren,Hesp,,,
BN000096,sequenced,450,good,,620,Hesperiidae,Pyrginae,Celaenorrhinini,,Alenia,,,,0.0426,8.52,Alenia ,Alenia,6/27/2017,,Andy Warren,Andy Warren,Hesp,,,
BN000097,sequenced,450,good,1/16/2017,EI-16-D306,Hesperiidae,Coeliadinae,,,Allora,major,major,Thorax,0.113,22.6,Allora major,Allora major,6/27/2017,,K.Dexter,D. Lohman,Hesp,,,
BN000098,sequenced,13,good,2/27/2017,LEP 44584,Hesperiidae,Hesperiinae,Moncini,,Amblyscirtes,aenus,,Thorax,0.0535,10.7,Amblyscirtes aenus,Amblyscirtes aenus,7/10/2017,,R. St Laurent,,Hesp,,,
BN000099,sequenced,13,good,7/14/2017,LEP 50119,Hesperiidae,Hesperiinae,Moncini,,Amblyscirtes,aesculapius,,Thorax,0.323,64.6,Amblyscirtes aesculapius,Amblyscirtes aesculapius,3/5/2018,,K. Dexter,,Hesp,,,
BN000100,sequenced,13,good,4/12/2017,LEP 49273,Hesperiidae,Hesperiinae,Moncini,,Amblyscirtes,alternata,,Thorax,0.115,23,Amblyscirtes alternata,Amblyscirtes alternata,7/10/2017,,K. Dexter,,Hesp,,,
BN000101,sequenced,13,good,2/27/2017,LEP 44585,Hesperiidae,Hesperiinae,Moncini,,Amblyscirtes,elissa,,Thorax,0.0563,11.3,Amblyscirtes elissa,Amblyscirtes elissa,7/10/2017,,R. St Laurent,,Hesp,,,
BN000102,sequenced,450,good,11/17/2016,LEP 40105,Hesperiidae,Hesperiinae,Moncini,,Amblyscirtes,eos,,Thorax,0.0752,15,Amblyscirtes eos,Amblyscirtes eos,12/13/2016,Yes,K.Dexter,,Hesp,,,
BN000103,sequenced,13,good,11/17/2016,LEP 40001,Hesperiidae,Hesperiinae,Moncini,,Amblyscirtes,nysa,,Thorax,0.0741,14.8,Amblyscirtes nysa,Amblyscirtes nysa,1/12/2017,Yes,K.Dexter,,Hesp,,,
BN000104,sequenced,13,good,7/1/2016,LEP 26183,Hesperiidae,Hesperiinae,Moncini,,Amblyscirtes,vialis,,Legs,0.0278,5.56,Amblyscirtes vialis,Amblyscirtes vialis,1/12/2017,Yes,K.Dexter,,Hesp,X,,Resequence 450
BN000105,duplicate,NA,good,7/1/2016,LEP 26183,Hesperiidae,Hesperiinae,Moncini,,Amblyscirtes,vialis,,Legs,0.0278,5.56,Amblyscirtes vialis,Amblyscirtes vialis,--,--,K.Dexter,,Hesp,X,,Not enough extract.
BN000106,sequenced,13,good,4/3/2017,Rvcoll11K978,Hesperiidae,Hesperiinae,Ampittiini,,Ampittia,capenas,,Thorax,0.397,79.4,Ampittia capenas,Ampittia capenas,7/10/2017,,K. Dexter,Roger Villa,Hesp,,,
BN000107,sequenced,13,good,4/12/2017,LEP 48132,Hesperiidae,Hesperiinae,Ampittiini,,Ampittia,dioscorides,,Thorax,0.0713,14.3,Ampittia dioscorides,Ampittia dioscorides,7/10/2017,,K. Dexter,Chiba,Hesp,,,
BN000108,duplicate,NA,good,,615,Hesperiidae,Hesperiinae,Ampittiini,,Ampittia,dioscorides,,,0.0265,5.3,Ampittia dioscorides,Ampittia dioscorides,--,--,Andy Warren,Andy Warren,--,,,
BN000109,sequenced,450,good,1/16/2017,FH-16-Y028,Hesperiidae,Hesperiinae,Ampittiini,,Ampittia,virgata,miyakei,Thorax,0.0383,7.66,Ampittia virgata,Ampittia virgata,6/27/2017,,K.Dexter,D. Lohman,Hesp,,,
BN000110,sequenced,450,good,2/27/2017,LEP 41820,Hesperiidae,Pyrginae,Erynnini,,Anastrus,,,Thorax,0.177,35.4,Anastrus ,Anastrus,6/27/2017,,R. St Laurent,,Hesp,,,
BN000111,sequenced,450,good,9/28/2016,LEP 28753,Hesperiidae,Hesperiinae,Hesperiini,,Anatrytone,logan,,Thorax,0.575,115,Anatrytone logan,Anatrytone logan,12/13/2016,Yes,K.Dexter,,Hesp,,,
BN000112,sequenced,450,good,,RE-06-E025,Hesperiidae,Hesperiinae,Hesperiini,,Ancistroides,gemmifer,dombya,,,22.6,Ancistroides gemmifer,Ancistroides gemmifer,,Yes,M. Espeland,,,,,Marianne's sequence.
BN000113,sequenced,13,good,7/1/2016,LEP 37038 (19 Indo),Hesperiidae,Hesperiinae,Hesperiini,,Ancistroides,nigrita,othonius ,Thorax,0.461,92.2,Ancistroides nigrita,Ancistroides nigrita,1/12/2017,--,K.Dexter,,Hesp,,,
BN000114,sequenced,13,good,8/19/2016,LEP 37048 (25 Indo),Hesperiidae,Hesperiinae,Hesperiini,,Ancistroides,nigrita,othonius ,Thorax,0.572,114,Ancistroides nigrita,Ancistroides nigrita,1/12/2017,Yes,K.Dexter,,Hesp,,,
BN000115,sequenced,13,good,9/28/2016,MY-2016-HES-19,Hesperiidae,Hesperiinae,Hesperiini,,Ancistroides,nigrita,maura,Thorax,0.48,96,Ancistroides nigrita,Ancistroides nigrita,1/12/2017,--,K.Dexter,Yago,--,,,
BN000116,duplicate,NA,good,,400,Hesperiidae,Hesperiinae,Hesperiini,,Ancistroides,nigrita,,,0.0404,8.08,Ancistroides nigrita,Ancistroides nigrita,--,--,Andy Warren,Andy Warren,--,,,
BN000117,sequenced,13,good,2/27/2017,LEP 47545,Hesperiidae,Hesperiinae,Thymelicini,,Ancyloxypha,arene,,"abdomen (no genitalia), thorax, legs",0.152,30.4,Ancyloxypha arene,Ancyloxypha arene,7/10/2017,,R. St Laurent,,Hesp,,,
BN000118,sequenced,13,good,9/15/2017,RV-05-M410,Hesperiidae,Hesperiinae,Thymelicini,,Ancyloxypha,aurea,,Thorax,0.127,25.4,Ancyloxypha aurea,Ancyloxypha aurea,3/5/2018,,K. Dexter,MCZ,Hesp,,,
BN000119,sequenced,13,good,8/16/2017,LEP 53048,Hesperiidae,Hesperiinae,Thymelicini,,Ancyloxypha,nitedeula,,Abdomen,0.132,26.4,Ancyloxypha nitedeula,Ancyloxypha nitedula,3/5/2018,,K. Dexter,Ana B. B. Morais,Hesp,,,
BN000120,sequenced,450,good,9/28/2016,LEP 27503,Hesperiidae,Hesperiinae,Thymelicini,,Ancyloxypha,numitor,,Thorax,0.411,82.2,Ancyloxypha numitor,Ancyloxypha numitor,12/13/2016,Yes,K.Dexter,,Hesp,X,,
BN000121,duplicate,NA,good,7/26/2017,BN-SZS-00434,Hesperiidae,Hesperiinae,Erionotini,,Andronymus,caesar,,Legs,0.0753,15.1,Andronymus caesar,Andronymus caesar,--,--,K. Dexter,Szabolcs Sáfián,--,,,
BN000122,sequenced,13,good,,552,Hesperiidae,Hesperiinae,Erionotini,,Andronymus,caesar,,,0.0509,10.2,Andronymus caesar,Andronymus caesar,7/10/2017,,Andy Warren,Andy Warren,Hesp,,,
BN000123,sequenced,13,good,,556,Hesperiidae,Hesperiinae,Erionotini,,Andronymus,evander,,,0.0521,10.4,Andronymus evander,Andronymus evander,7/10/2017,,Andy Warren,Andy Warren,Hesp,,,
BN000124,sequenced,450,good,1/16/2017,BN-SZS-00313,Hesperiidae,Hesperiinae,Erionotini,,Andronymus,neander,,Thorax,0.063,12.6,Andronymus neander,Andronymus neander,6/27/2017,,K.Dexter,M. Espeland,Hesp,,,
BN000125,sequenced,13,good,8/16/2017,LEP 53028,Hesperiidae,Pyrginae,Pyrgini,,Anisochoria,sublimbata,,Abdomen,0.363,72.6,Anisochoria sublimbata,Anisochoria sublimbata,3/12/2018,,K. Dexter,Ana B. B. Morais,Hesp,,,
BN000126,sequenced,450,good,2/27/2017,LEP 41748,Hesperiidae,Pyrginae,Pyrgini,,Anisochoria,,,Thorax,0.122,24.4,Anisochoria ,--,6/27/2017,,R. St Laurent,,Hesp,,,
BN000127,sequenced,13,good,,318,Hesperiidae,Trapezitinae,,,Anisynta,dominula,,,0.0298,5.96,Anisynta dominula,Anisynta dominula,7/10/2017,,Andy Warren,Andy Warren,Hesp,,,
BN000128,sequenced,450,good,,301,Hesperiidae,Trapezitinae,,,Anisynta,tillyardi,,,0.0389,7.78,Anisynta tillyardi,Anisynta tillyardi,6/27/2017,,Andy Warren,Andy Warren,Hesp,,,
BN000129,sequenced,13,good,9/28/2016,LEP 32047,Hesperiidae,Hesperiinae,Anthoptini,,Anthoptus,epictetus,,Thorax,0.538,108,Anthoptus epictetus,Anthoptus epictetus,1/12/2017,Yes,K.Dexter,,Hesp,X,,Resequence 450
BN000130,InQueue,450,good,9/28/2016,LEP 32047,Hesperiidae,Hesperiinae,Anthoptini,,Anthoptus,epictetus,,Thorax,0.233,46.6,Anthoptus epictetus,Anthoptus epictetus,,,K.Dexter,,Hesp,X,5,
BN000131,sequenced,450,good,,08-SNRP-1153,Hesperiidae,Hesperiinae,Anthoptini,,Anthoptus,,,,,8.74,Anthoptus ,Anthoptus,,Yes,M. Espeland,,,,,Marianne's sequence.
BN000132,sequenced,450,good,,157,Hesperiidae,Pyrginae,Pyrgini,,Antigonus,erosus,,,0.0341,6.82,Antigonus erosus,Antigonus erosus,6/27/2017,,Andy Warren,Andy Warren,Hesp,X,,
BN000133,sequenced,13,good,8/16/2017,LEP 53029,Hesperiidae,Pyrginae,Pyrgini,,Antigonus,liborius,areta,Abdomen,0.345,69,Antigonus liborius,Antigonus liborius,3/12/2018,,K. Dexter,Ana B. B. Morais,Hesp,,,
BN000134,sequenced,13,good,9/15/2017,RV-04-I117,Hesperiidae,Pyrginae,Pyrgini,,Antigonus,mutilatus,,Thorax,0.387,77.4,Antigonus mutilatus,Antigonus mutilatus,3/12/2018,,K. Dexter,MCZ,Hesp,,,
BN000135,sequenced,450,good,,617,Hesperiidae,Trapezitinae,,,Antipodia,atralba,dactyliota,,0.0509,10.2,Antipodia atralba,Antipodia atralba,6/27/2017,,Andy Warren,Andy Warren,Hesp,,,
BN000136,sequenced,450,good,11/17/2016,LEP 36820,Hesperiidae,Hesperiinae,Moncini,,Apaustus,gracilis,,Thorax,0.159,31.8,Apaustus gracilis,Apaustus gracilis,12/13/2016,Yes,K.Dexter,,Hesp,,,
BN000137,sequenced,450,good,,344,Hesperiidae,Hesperiinae,Hesperiiini,,Appia,appia,,,0.0286,5.72,Appia appia,Appia appia,6/27/2017,,Andy Warren,Andy Warren,Hesp,X,,
BN000138,sequenced,450,good,11/17/2016,LEP 40127,Hesperiidae,Pyrginae,Pyrrhopygini,,Apyrrothrix,araxes,,Thorax,0.454,90.8,Apyrrothrix araxes,Apyrrothrix araxes,12/13/2016,Yes,K.Dexter,,Hesp,X,,
BN000139,sequenced,450,good,4/3/2017,Rvcoll08L535,Hesperiidae,Heteropterinae,,,Argopteron,aureipennis,,Thorax,0.0565,11.3,Argopteron aureipennis,Argopteron aureipennis,6/27/2017,,K. Dexter,Roger Villa,Hesp,X,,
BN000140,sequenced,450,good,,495,Hesperiidae,Hesperiinae,Hesperiini,,Arotis,derasa,brunnea,,0.0638,12.8,Arotis derasa,Arotis derasa,6/27/2017,,Andy Warren,Andy Warren,Hesp,,,
BN000141,sequenced,450,good,,311,Hesperiidae,Hesperiinae,Taractrocerini,,Arrhenes,,,,0.0792,15.8,Arrhenes ,Arrhenes,6/27/2017,,Andy Warren,Andy Warren,Hesp,,,
BN000142,sequenced,450,good,3/21/2017,LEP 46510,Hesperiidae,Hesperiinae,Hesperiini,,Asbolis,capucinus,,Thorax,0.227,45.4,Asbolis capucinus,Asbolis capucinus,6/27/2017,,K.Dexter,,Hesp,,,
