SamplesSubmitted,SequencesReceived,SequencesProcessed,LociRecoverd,DelevieredTo,DelevieredToDate,RAPiD_SampleCode,BNet_UI,DNA_Yield,ProbeKit,Date_Extracted,ID,Family,Subfamily,Tribe,Section,Genus,Species,Subspecies,Tissue,QubitAssayConcentration,QubitStockConcentration,FullName,ValidName,DateSentToRapid,ExtractedBy,Contributor,ProjectCode,Type,RAPID_RowSort,RAPID_ColumnSort,RAPID_UniqueClientCode
YES,YES,YES,,,,FMN_456206_P03_WC08,BN000570,good,13,3/21/2017,LEP 41854,Hesperiidae,Hesperiinae,Carystini,,Panoquina,evadnes,,Thorax,0.102,20.4,Panoquina evadnes,Panoquina evadnes,7/10/2017,K.Dexter,,Hesp,,224,251,LEP41854
YES,YES,YES,,,,FMN_456206_P03_WD02,BN000573,good,13,4/12/2017,LEP 49548,Hesperiidae,Hesperiinae,Carystini,,Panoquina,panoquin,,Thorax,0.107,21.4,Panoquina panoquin,Panoquina panoquin,7/10/2017,K. Dexter,,Hesp,X,230,204,LEP49548
YES,YES,YES,,,,FMN_456206_P02_WE12,BN000122,good,13,,552,Hesperiidae,Hesperiinae,Erionotini,,Andronymus,caesar,,,0.0509,10.2,Andronymus caesar,Andronymus caesar,7/10/2017,Andy Warren,Andy Warren,Hesp,,156,189,552
YES,YES,YES,,,,FMN_456206_P02_WF04,BN000123,good,13,,556,Hesperiidae,Hesperiinae,Erionotini,,Andronymus,evander,,,0.0521,10.4,Andronymus evander,Andronymus evander,7/10/2017,Andy Warren,Andy Warren,Hesp,,160,126,556
YES,YES,YES,,,,FMN_456206_P04_WA02,BN000199,good,13,12/7/2016,BN-SZS-00094,Hesperiidae,Hesperiinae,Erionotini,,Caenides,dacena,,Thorax,0.496,99.2,Caenides dacena,Caenides dacena,7/10/2017,K.Dexter,Szabolcs Sáfián,Hesp,,290,297,BNSZS00094
YES,YES,YES,,,,FMN_456206_P02_WE01,BN000251,good,13,,548,Hesperiidae,Hesperiinae,Erionotini,,Ceratrichia,hollandi,,,0.0391,7.82,Ceratrichia hollandi,Ceratrichia hollandi,7/10/2017,Andy Warren,Andy Warren,Hesp,,145,101,548
YES,YES,YES,,,,FMN_456206_P03_WC04,BN000250,good,13,12/7/2016,BN-SZS-00072,Hesperiidae,Hesperiinae,Erionotini,,Ceratrichia,flava,,Thorax,0.0998,20,Ceratrichia flava,Ceratrichia flava,7/10/2017,K.Dexter,"Szabolcs Sáfián, Robert Tropek",Hesp,,220,219,BNSZS00072
YES,YES,YES,,,,FMN_456206_P03_WE07,BN000248,good,13,12/7/2016,BN-SZS-00018,Hesperiidae,Hesperiinae,Erionotini,,Ceratrichia,clara,,Thorax,0.132,26.4,Ceratrichia clara,Ceratrichia clara,7/10/2017,K.Dexter,"Szabolcs Sáfián, Robert Tropek",Hesp,,247,245,BNSZS00018
YES,YES,YES,,,,FMN_456206_P01_WF07,BN000333,good,13,11/17/2016,LEP 28981,Hesperiidae,Hesperiinae,Erionotini,,Erionota,torus,,Thorax,0.327,65.4,Erionota torus,Erionota torus,1/12/2017,K.Dexter,,Hesp,,67,54,LEP28981
YES,YES,YES,,,,FMN_456206_P02_WC06,BN000331,low,13,4/12/2017,LEP 47483,Hesperiidae,Hesperiinae,Erionotini,,Erionota,thrax,thrax,Thorax,0.0119,2.38,Erionota thrax,Erionota thrax,7/10/2017,K. Dexter,,Hesp,X,126,139,LEP47483
YES,YES,YES,,,,FMN_456206_P03_WF10,BN000329,good,13,2/27/2017,LEP 47456,Hesperiidae,Hesperiinae,Erionotini,,Erionota,acroleucus,triens,Thorax,0.214,42.8,Erionota acroleucus,Erionota acroleucus,7/10/2017,R. St Laurent,,Hesp,,262,270,LEP47456
YES,YES,YES,,,,FMN_456206_P01_WD03,BN000360,good,13,9/28/2016,MY-2016-HES-40,Hesperiidae,Hesperiinae,Erionotini,,Gangara,lebadea,lebadea,Legs,0.204,40.8,Gangara lebadea,Gangara lebadea,1/12/2017,K.Dexter,Yago,Hesp,,39,20,MY2016HES40
YES,YES,YES,,,,FMN_456206_P03_WA06,BN000429,good,13,1/16/2017,EI-16-D411,Hesperiidae,Hesperiinae,Erionotini,,Hidari,irava,,Thorax,0.0796,15.9,Hidari irava,Hidari irava,7/10/2017,K.Dexter,D. Lohman,Hesp,X,198,233,EI16D411
YES,YES,YES,,,,FMN_456206_P01_WG04,BN000434,good,13,9/28/2016,MY-2016-HES-15,Hesperiidae,Hesperiinae,Erionotini,,Hyarotis,microstictum,microsticta,Thorax,0.372,74.4,Hyarotis microstictum,Hyarotis microstictum,1/12/2017,K.Dexter,Yago,Hesp,,76,31,MY2016HES15
YES,YES,YES,,,,FMN_456206_P01_WG11,BN000442,good,13,9/28/2016,MY-2016-HES-60,Hesperiidae,Hesperiinae,Erionotini,,Iambrix,stellifer,,Thorax,0.429,85.8,Iambrix stellifer,Iambrix stellifer,1/12/2017,K.Dexter,Yago,Hesp,,83,87,MY2016HES60
YES,YES,YES,,,,FMN_456206_P01_WA01,BN000445,good,13,9/28/2016,MY-2016-HES-38,Hesperiidae,Hesperiinae,Erionotini,,Isma,umbrosa,umbrosa,Legs,0.0276,5.52,Isma umbrosa,Isma umbrosa,1/12/2017,K.Dexter,Yago,Hesp,,1,1,MY2016HES38
YES,YES,YES,,,,FMN_456206_P02_WF02,BN000452,good,13,,632,Hesperiidae,Hesperiinae,Erionotini,,Kedestes,barberae,,,0.0511,10.2,Kedestes barberae,Kedestes barberae,7/10/2017,Andy Warren,Andy Warren,Hesp,,158,110,632
YES,YES,YES,,,,FMN_456206_P02_WG08,BN000454,good,13,4/3/2017,Rvcoll11K274,Hesperiidae,Hesperiinae,Erionotini,,Kedestes,lema,linka,Thorax,0.0654,13.1,Kedestes lema,Kedestes lema,7/10/2017,K. Dexter,Roger Villa,Hesp,,176,159,Rvcoll11K274
YES,YES,YES,,,,FMN_456206_P03_WH06,BN000455,good,13,4/3/2017,RVcoll11K733,Hesperiidae,Hesperiinae,Erionotini,,Kedestes,michelae,,Thorax,0.409,81.8,Kedestes michelae,Kedestes michaeli,7/10/2017,K. Dexter,Roger Villa,Hesp,,282,240,RVcoll11K733
YES,YES,YES,,,,FMN_456206_P01_WE09,BN000457,good,13,7/1/2016,LEP 37036 (17 Indo),Hesperiidae,Hesperiinae,Erionotini,,Koruthaialos,rubecula,rubecula,Thorax,0.287,57.4,Koruthaialos rubecula,Koruthaialos rubecula,1/12/2017,K.Dexter,,Hesp,,57,69,LEP37036Indo17
YES,YES,YES,,,,FMN_456206_P02_WE06,BN000459,good,13,1/16/2017,EI-16-D355,Hesperiidae,Hesperiinae,Erionotini,,Koruthaialos,sindu,rudra,Thorax,0.0455,9.1,Koruthaialos sindu,Koruthaialos sindu,7/10/2017,K.Dexter,D. Lohman,Hesp,,150,141,EI16D355
YES,YES,YES,,,,FMN_456206_P03_WE06,BN000475,good,13,12/28/2016,DL-16-V123,Hesperiidae,Hesperiinae,Erionotini,,Matapa,druna,,Thorax,0.127,25.4,Matapa druna,Matapa druna,7/10/2017,K.Dexter,D. Lohman,Hesp,,246,237,DL16V123
YES,YES,YES,,,,FMN_456206_P02_WF03,BN000562,good,13,,549,Hesperiidae,Hesperiinae,Erionotini,,Osmodes,adosus,,,0.0508,10.2,Osmodes adosus,Osmodes adosus,7/10/2017,Andy Warren,Andy Warren,Hesp,,159,118,549
YES,YES,YES,,,,FMN_456206_P02_WG12,BN000564,good,13,1/16/2017,BN-SZS-00280,Hesperiidae,Hesperiinae,Erionotini,,Osmodes,laronia,,Thorax,0.0698,14,Osmodes laronia,Osmodes laronia,7/10/2017,K.Dexter,M. Espeland,Hesp,X,180,191,BNSZS00280
YES,YES,YES,,,,FMN_456206_P01_WC04,BN000623,good,13,9/28/2016,MY-2016-HES-53,Hesperiidae,Hesperiinae,Erionotini,,Plastingia,pellonia,,Legs,0.0882,17.6,Plastingia pellonia,Plastingia pellonia,1/12/2017,K.Dexter,Yago,Hesp,,28,27,MY2016HES53
YES,YES,YES,,,,FMN_456206_P01_WH04,BN000620,good,13,7/1/2016,LEP 37039 (20 Indo),Hesperiidae,Hesperiinae,Erionotini,,Plastingia,naga,,Thorax,0.522,104,Plastingia naga,Plastingia naga,1/12/2017,K.Dexter,,Hesp,,88,32,LEP37039Indo20
YES,YES,YES,,,,FMN_456206_P02_WC12,BN000624,good,13,1/16/2017,EI-16-D320,Hesperiidae,Hesperiinae,Erionotini,,Plastingia,tessellata,tessellata,Thorax,0.025,5,Plastingia tessellata,Plastingia tessellata,7/10/2017,K.Dexter,D. Lohman,Hesp,,132,187,EI16D320
YES,YES,YES,,,,FMN_456206_P01_WB06,BN000696,good,13,9/28/2016,MY-2016-HES-49,Hesperiidae,Hesperiinae,Erionotini,,Pyroneura,flavia,fruhstorferi,Legs,0.0676,13.5,Pyroneura flavia,Pyroneura flavia,1/12/2017,K.Dexter,Yago,Hesp,,18,42,MY2016HES49
YES,YES,YES,,,,FMN_456206_P01_WB08,BN000697,good,13,9/28/2016,MY-2016-HES-48,Hesperiidae,Hesperiinae,Erionotini,,Pyroneura,latoia,latoia,Legs,0.0735,14.7,Pyroneura latoia,Pyroneura latoia,1/12/2017,K.Dexter,Yago,Hesp,,20,58,MY2016HES48
YES,YES,YES,,,,FMN_456206_P03_WF03,BN000698,good,13,12/28/2016,DL-13-F053,Hesperiidae,Hesperiinae,Erionotini,,Pyroneura,niasana,burmana,Thorax,0.171,34.2,Pyroneura niasana,Pyroneura niasana,7/10/2017,K.Dexter,D. Lohman,Hesp,,255,214,DL13F053
YES,YES,YES,,,,FMN_456206_P01_WB01,BN000720,good,13,9/28/2016,MY-2016-HES-52,Hesperiidae,Hesperiinae,Erionotini,,Salanoemia,tavoyana,,Legs,0.0517,10.3,Salanoemia tavoyana,Salanoemia tavoyana,1/12/2017,K.Dexter,Yago,Hesp,,13,2,MY2016HES52
YES,YES,YES,,,,FMN_456206_P01_WG12,BN000718,good,13,9/28/2016,MY-2016-HES-2,Hesperiidae,Hesperiinae,Erionotini,,Salanoemia,fuscicornis,,Thorax,0.435,87,Salanoemia fuscicornis,Salanoemia fuscicornis,1/12/2017,K.Dexter,Yago,Hesp,,84,95,MY2016HES2
YES,YES,YES,,,,FMN_456206_P03_WB02,BN000739,good,13,12/28/2016,DL-16-V072,Hesperiidae,Hesperiinae,Erionotini,,Scobura,woolletti,,Thorax,0.0838,16.8,Scobura woolletti,Scobura woolletti,7/10/2017,K.Dexter,D. Lohman,Hesp,,206,202,DL16V072
YES,YES,YES,,,,FMN_456206_P03_WB05,BN000738,good,13,1/16/2017,YI-16-P113,Hesperiidae,Hesperiinae,Erionotini,,Scobura,phiditia,,Thorax,0.0876,17.5,Scobura phiditia,Scobura phiditia,7/10/2017,K.Dexter,D. Lohman,Hesp,,209,226,YI16P113
YES,YES,YES,,,,FMN_456206_P01_WH03,BN000775,good,13,9/28/2016,MY-2016-HES-69,Hesperiidae,Hesperiinae,Erionotini,,Suastus,minutus,aditia,Thorax,0.448,89.6,Suastus minutus,Suastus minuta,1/12/2017,K.Dexter,Yago,Hesp,,87,24,MY2016HES69
YES,YES,YES,,,,FMN_456206_P01_WC08,BN000855,good,13,10/17/2016,MY-2016-29,Hesperiidae,Hesperiinae,Erionotini,,Udaspes,folus,,Legs,0.145,29,Udaspes folus,Udaspes folus,1/12/2017,K.Dexter,Yago,Hesp,X,32,59,MY201629
YES,YES,YES,,,,FMN_456206_P01_WC11,BN000896,good,13,9/28/2016,MY-2016-HES-35,Hesperiidae,Hesperiinae,Erionotini,,Zela,smaragdinus,,Legs,0.169,33.8,Zela smaragdinus,Zela smaragdinus,1/12/2017,K.Dexter,Yago,Hesp,,35,83,MY2016HES35
YES,YES,YES,,,,FMN_456206_P01_WE11,BN000894,good,13,9/28/2016,MY-2016-HES-11,Hesperiidae,Hesperiinae,Erionotini,,Zela,elioti,,Thorax,0.781,156,Zela elioti,Zela elioti,1/12/2017,K.Dexter,Yago,Hesp,,59,85,MY2016HES11
YES,YES,YES,,,,FMN_456206_P02_WH07,BN000895,good,13,,607,Hesperiidae,Hesperiinae,Erionotini,,Zela,excellens,,,0.0745,14.9,Zela excellens,Zela excellens,7/10/2017,Andy Warren,Andy Warren,Hesp,,187,152,607
YES,YES,YES,,,,FMN_456206_P01_WE01,BN000902,good,13,9/28/2016,MY-2016-HES-20,Hesperiidae,Hesperiinae,Erionotini,,Zographetus,satwa,,Thorax,0.497,99.4,Zographetus satwa,Zographetus satwa,1/12/2017,K.Dexter,Yago,Hesp,X,49,5,MY2016HES20
YES,YES,YES,,,,FMN_456206_P03_WE01,BN000209,good,13,12/28/2016,DL-16-V312,Hesperiidae,Hesperiinae,Gegenini,,Caltoris,philippina,philippina,Thorax,0.118,23.6,Caltoris philippina,Caltoris philippina,7/10/2017,K.Dexter,D. Lohman,Hesp,,241,197,DL16V312
YES,YES,YES,,,,FMN_456206_P01_WB07,BN000601,good,13,10/17/2016,MY-2016-21,Hesperiidae,Hesperiinae,Gegenini,,Pelopidas,agna,agna,Legs,0.0707,14.1,Pelopidas agna,Pelopidas agna,1/12/2017,K.Dexter,Yago,Hesp,,19,50,MY201621
YES,YES,YES,,,,FMN_456206_P01_WC09,BN000602,good,13,11/17/2016,LEP 35954,Hesperiidae,Hesperiinae,Gegenini,,Pelopidas,jansonis,,Thorax,0.148,29.6,Pelopidas jansonis,Pelopidas jansonis,1/12/2017,K.Dexter,,Hesp,,33,67,LEP35954
YES,YES,YES,,,,FMN_456206_P03_WE10,BN000605,good,13,4/12/2017,LEP 40394,Hesperiidae,Hesperiinae,Gegenini,,Pelopidas,thrax,,Thorax,0.148,29.6,Pelopidas thrax,Pelopidas thrax,7/10/2017,K. Dexter,,Hesp,,250,269,LEP40394
YES,YES,YES,,,,FMN_456206_P01_WH01,BN000114,good,13,8/19/2016,LEP 37048 (25 Indo),Hesperiidae,Hesperiinae,Hesperiini,,Ancistroides,nigrita,othonius,Thorax,0.572,114,Ancistroides nigrita,Ancistroides nigrita,1/12/2017,K.Dexter,,Hesp,,85,8,LEP37048Indo25
YES,YES,YES,,,,FMN_456206_P01_WH05,BN000113,good,13,7/1/2016,LEP 37038 (19 Indo),Hesperiidae,Hesperiinae,Hesperiini,,Ancistroides,nigrita,othonius,Thorax,0.461,92.2,Ancistroides nigrita,Ancistroides nigrita,1/12/2017,K.Dexter,,--,,89,40,LEP37038Indo19
YES,YES,YES,,,,FMN_456206_P01_WH08,BN000115,good,13,9/28/2016,MY-2016-HES-19,Hesperiidae,Hesperiinae,Hesperiini,,Ancistroides,nigrita,maura,Thorax,0.48,96,Ancistroides nigrita,Ancistroides nigrita,1/12/2017,K.Dexter,Yago,--,,92,64,MY2016HES19
YES,YES,YES,,,,FMN_456206_P03_WF05,BN000157,good,13,2/27/2017,LEP 44527,Hesperiidae,Hesperiinae,Hesperiini,,Atrytonopsis,hianna,,Thorax,0.197,39.4,Atrytonopsis hianna,Atrytonopsis hianna,7/10/2017,R. St Laurent,,Hesp,,257,230,LEP44527
YES,YES,YES,,,,FMN_456206_P02_WF07,BN000275,good,13,,493,Hesperiidae,Hesperiinae,Hesperiini,,Conga,iheringii,,,0.055,11,Conga iheringii,Conga iheringii,7/10/2017,Andy Warren,Andy Warren,Hesp,,163,150,493
YES,YES,YES,,,,FMN_456206_P01_WB04,BN000351,good,13,9/28/2016,LEP 26182,Hesperiidae,Hesperiinae,Hesperiini,,Euphyes,vestris,kiowah,Legs,0.06,12,Euphyes vestris,Euphyes vestris,1/12/2017,K.Dexter,,Hesp,,16,26,LEP26182
YES,YES,YES,,,,FMN_456206_P03_WF04,BN000349,good,13,2/27/2017,LEP 44464,Hesperiidae,Hesperiinae,Hesperiini,,Euphyes,dion,,Thorax,0.185,37,Euphyes dion,Euphyes dion,7/10/2017,R. St Laurent,,Hesp,,256,222,LEP44464
YES,YES,YES,,,,FMN_456206_P01_WA05,BN000409,good,13,6/22/2016,LEP 26134,Hesperiidae,Hesperiinae,Hesperiini,,Hesperia,attalus,slossonae,Legs,0.0295,5.9,Hesperia attalus,Hesperia attalus,1/12/2017,K.Dexter,,Hesp,,5,33,LEP26134
YES,YES,YES,,,,FMN_456206_P01_WA06,BN000410,good,13,9/28/2016,LEP 26515,Hesperiidae,Hesperiinae,Hesperiini,,Hesperia,colorado,idaho,Legs,0.0297,5.94,Hesperia colorado,Hesperia colorado,1/12/2017,K.Dexter,,Hesp,,6,41,LEP26515
YES,YES,YES,,,,FMN_456206_P01_WB12,BN000416,good,13,9/28/2016,LEP 26588,Hesperiidae,Hesperiinae,Hesperiini,,Hesperia,uncas,uncas,Legs,0.0808,16.2,Hesperia uncas,Hesperia uncas,1/12/2017,K.Dexter,,Hesp,,24,90,LEP26588
YES,YES,YES,,,,FMN_456206_P01_WE02,BN000415,good,13,11/17/2016,LEP 36453,Hesperiidae,Hesperiinae,Hesperiini,,Hesperia,pahaska,,Thorax,0.272,54.4,Hesperia pahaska,Hesperia pahaska,1/12/2017,K.Dexter,,Hesp,,50,13,LEP36453
YES,YES,YES,,,,FMN_456206_P01_WG02,BN000412,good,13,10/17/2016,MY-2016-16,Hesperiidae,Hesperiinae,Hesperiini,,Hesperia,florinda,florinda,Thorax,0.509,102,Hesperia florinda,Hesperia florinda,1/12/2017,K.Dexter,Yago,Hesp,,74,15,MY201616
YES,YES,YES,,,,FMN_456206_P01_WH07,BN000413,good,13,9/28/2016,LEP 28806,Hesperiidae,Hesperiinae,Hesperiini,,Hesperia,juba,,Thorax,0.547,109,Hesperia juba,Hesperia juba,1/12/2017,K.Dexter,,Hesp,,91,56,LEP28806
YES,YES,YES,,,,FMN_456206_P03_WA05,BN000414,good,13,,287,Hesperiidae,Hesperiinae,Hesperiini,,Hesperia,leonardus,,,0.0794,15.9,Hesperia leonardus,Hesperia leonardus,7/10/2017,Andy Warren,Andy Warren,Hesp,,197,225,287
YES,YES,YES,,,,FMN_456206_P03_WB12,BN000439,good,13,4/3/2017,RVcoll08L550,Hesperiidae,Hesperiinae,Hesperiini,,Hylephila,signata,,Thorax,0.0964,19.3,Hylephila signata,Hylephila signata,7/10/2017,K. Dexter,Roger Villa,Hesp,,216,282,RVcoll08L550
YES,YES,YES,,,,FMN_456206_P03_WG06,BN000435,good,13,4/3/2017,RVcoll14U416,Hesperiidae,Hesperiinae,Hesperiini,,Hylephila,fasciolata,,Thorax,0.332,66.4,Hylephila fasciolata,Hylephila fasciolata,7/10/2017,K. Dexter,Roger Villa,Hesp,,270,239,RVcoll14U416
YES,YES,YES,,,,FMN_456206_P01_WD10,BN000545,good,13,10/17/2016,MS-2016-15,Hesperiidae,Hesperiinae,Hesperiini,,Ochlodes,venatus,,Thorax,0.245,49,Ochlodes venatus,Ochlodes venatus,1/12/2017,K.Dexter,Yago,Hesp,,46,76,MS201615
YES,YES,YES,,,,FMN_456206_P01_WF08,BN000540,good,13,11/17/2016,LEP 36433,Hesperiidae,Hesperiinae,Hesperiini,,Ochlodes,ochracea,,Thorax,0.82,164,Ochlodes ochracea,Ochlodes ochracea,1/12/2017,K.Dexter,,Hesp,,68,62,LEP36433
YES,YES,YES,,,,FMN_456206_P03_WB11,BN000544,good,13,4/12/2017,RVcoll14I624,Hesperiidae,Hesperiinae,Hesperiini,,Ochlodes,sylvanus,,Thorax,0.0935,18.7,Ochlodes sylvanus,Ochlodes sylvanus,7/10/2017,K. Dexter,Roger Vila,Hesp,,215,274,RVcoll14I624
YES,YES,YES,,,,FMN_456206_P01_WE12,BN000607,good,13,11/17/2016,LEP 41740,Hesperiidae,Hesperiinae,Hesperiini,,Perichares,adela,complex,Thorax,0.311,62.2,Perichares adela,Perichares adela,1/12/2017,K.Dexter,,Hesp,,60,93,LEP41740
YES,YES,YES,,,,FMN_456206_P03_WA10,BN000608,good,13,3/21/2017,LEP 41777,Hesperiidae,Hesperiinae,Hesperiini,,Perichares,butus,,Thorax,0.0809,16.2,Perichares butus,Perichares butus,7/10/2017,K.Dexter,,Hesp,,202,265,LEP41777
YES,YES,YES,,,,FMN_456206_P03_WA12,BN000610,good,13,,450,Hesperiidae,Hesperiinae,Hesperiini,,Perichares,philetes,,,0.0828,16.6,Perichares philetes,Perichares philetes,7/10/2017,Andy Warren,Andy Warren,Hesp,,204,281,450
YES,YES,YES,,,,FMN_456206_P01_WE06,BN000633,good,13,11/17/2016,LEP 38611,Hesperiidae,Hesperiinae,Hesperiini,,Poanes,taxiles,,Thorax,0.281,56.2,Poanes taxiles,Poanes taxiles,1/12/2017,K.Dexter,,Hesp,,54,45,LEP38611
YES,YES,YES,,,,FMN_456206_P01_WH06,BN000632,good,13,11/17/2016,LEP 23341,Hesperiidae,Hesperiinae,Hesperiini,,Poanes,hobomok,,Thorax,0.461,92.2,Poanes hobomok,Poanes hobomok,1/12/2017,K.Dexter,,Hesp,,90,48,LEP23341
YES,YES,YES,,,,FMN_456206_P03_WA01,BN000634,good,13,3/21/2017,LEP 44430,Hesperiidae,Hesperiinae,Hesperiini,,Poanes,yehl,,Thorax,0.0767,15.3,Poanes yehl,Poanes yehl,7/10/2017,K.Dexter,,Hesp,,193,193,LEP44430
YES,YES,YES,,,,FMN_456206_P01_WC05,BN000641,good,13,12/2/2016,LEP 26512,Hesperiidae,Hesperiinae,Hesperiini,,Polites,sonora,utahensis,Legs,0.0878,17.6,Polites sonora,Polites sonora,1/12/2017,K.Dexter,,Hesp,,29,35,LEP26512
YES,YES,YES,,,,FMN_456206_P01_WD06,BN000639,good,13,12/2/2016,LEP 36552,Hesperiidae,Hesperiinae,Hesperiini,,Polites,mystic,,Abdomen,0.215,43,Polites mystic,Polites mystic,1/12/2017,K.Dexter,,Hesp,,42,44,LEP36552
YES,YES,YES,,,,FMN_456206_P01_WF11,BN000642,good,13,12/2/2016,LEP 36452,Hesperiidae,Hesperiinae,Hesperiini,,Polites,themistocles,,Thorax,0.346,69.2,Polites themistocles,Polites themistocles,1/12/2017,K.Dexter,,Hesp,,71,86,LEP36452
YES,YES,YES,,,,FMN_456206_P01_WG03,BN000638,good,13,11/17/2016,LEP 36404,Hesperiidae,Hesperiinae,Hesperiini,,Polites,draco,,Thorax,0.526,105,Polites draco,Polites draco,1/12/2017,K.Dexter,,Hesp,,75,23,LEP36404
YES,YES,YES,,,,FMN_456206_P01_WG05,BN000640,good,13,12/2/2016,LEP 37001,Hesperiidae,Hesperiinae,Hesperiini,,Polites,origenes,,Thorax,0.393,78.6,Polites origenes,Polites origenes,1/12/2017,K.Dexter,,Hesp,,77,39,LEP37001
YES,YES,YES,,,,FMN_456206_P01_WE10,BN000882,good,13,12/2/2016,LEP 39361,Hesperiidae,Hesperiinae,Hesperiini,,Wallengrenia,egeremet,,Thorax,1.59,318,Wallengrenia egeremet,Wallengrenia egeremet,1/12/2017,K.Dexter,,Hesp,,58,77,LEP39361
YES,YES,YES,,,,FMN_456206_P01_WG01,BN000883,good,13,12/2/2016,LEP 29623,Hesperiidae,Hesperiinae,Hesperiini,,Wallengrenia,ophites,,Thorax,0.354,70.8,Wallengrenia ophites,Wallengrenia otho,1/12/2017,K.Dexter,,Hesp,,73,7,LEP29623
YES,YES,YES,,,,FMN_456206_P01_WA02,BN000104,good,13,7/1/2016,LEP 26183,Hesperiidae,Hesperiinae,Moncini,,Amblyscirtes,vialis,,Legs,0.0278,5.56,Amblyscirtes vialis,Amblyscirtes vialis,1/12/2017,K.Dexter,,Hesp,X,2,9,LEP26183
YES,YES,YES,,,,FMN_456206_P01_WB09,BN000103,good,13,11/17/2016,LEP 40001,Hesperiidae,Hesperiinae,Moncini,,Amblyscirtes,nysa,,Thorax,0.0741,14.8,Amblyscirtes nysa,Amblyscirtes nysa,1/12/2017,K.Dexter,,Hesp,,21,66,LEP40001
YES,YES,YES,,,,FMN_456206_P02_WF05,BN000098,good,13,2/27/2017,LEP 44584,Hesperiidae,Hesperiinae,Moncini,,Amblyscirtes,aenus,,Thorax,0.0535,10.7,Amblyscirtes aenus,Amblyscirtes aenus,7/10/2017,R. St Laurent,,Hesp,,161,134,LEP44584
YES,YES,YES,,,,FMN_456206_P02_WF11,BN000101,good,13,2/27/2017,LEP 44585,Hesperiidae,Hesperiinae,Moncini,,Amblyscirtes,elissa,,Thorax,0.0563,11.3,Amblyscirtes elissa,Amblyscirtes elissa,7/10/2017,R. St Laurent,,Hesp,,167,182,LEP44585
YES,YES,YES,,,,FMN_456206_P03_WD12,BN000100,good,13,4/12/2017,LEP 49273,Hesperiidae,Hesperiinae,Moncini,,Amblyscirtes,alternata,,Thorax,0.115,23,Amblyscirtes alternata,Amblyscirtes alternata,7/10/2017,K. Dexter,,Hesp,,240,284,LEP49273
YES,YES,YES,,,,FMN_456206_P02_WC09,BN000285,low,13,,343,Hesperiidae,Hesperiinae,Moncini,,Cumbre,belli,,,0.0207,4.14,Cumbre belli,NA,7/10/2017,Andy Warren,Andy Warren,Hesp,,129,163,343
YES,YES,YES,,,,FMN_456206_P02_WE07,BN000293,good,13,,77,Hesperiidae,Hesperiinae,Moncini,,Cymaenes,alumna,,,0.0475,9.5,Cymaenes alumna,Cymaenes alumna,7/10/2017,Andy Warren,Andy Warren,Hesp,,151,149,77
YES,YES,YES,,,,FMN_456206_P01_WD05,BN000875,good,13,12/2/2016,LEP 36903,Hesperiidae,Hesperiinae,Moncini,,Vettius,coryna,,Thorax,0.207,41.4,Vettius coryna,Vettius coryna,1/12/2017,K.Dexter,,Hesp,,41,36,LEP36903
YES,YES,YES,,,,FMN_456206_P02_WD11,BN000874,good,13,,477,Hesperiidae,Hesperiinae,Moncini,,Vettius,artona,,,0.0356,7.12,Vettius artona,Vettius artona,7/10/2017,Andy Warren,Andy Warren,Hesp,,143,180,477
YES,YES,YES,,,,FMN_456206_P03_WC01,BN000798,good,13,12/28/2016,DL-16-V037,Hesperiidae,Hesperiinae,Taractocerini,,Taractrocera,nigrolimbatus,nigrolimbata,Thorax,0.098,19.6,Taractrocera nigrolimbatus,Taractrocera nigrolimbatus,7/10/2017,K.Dexter,D. Lohman,Hesp,,217,195,DL16V037
YES,YES,YES,,,,FMN_456206_P01_WA12,BN000804,good,13,10/12/2016,MY-2016-26,Hesperiidae,Hesperiinae,Taractocerini,,Telicota,colon,hayashikeii,,0.049,9.8,Telicota colon,Telicota colon,1/12/2017,Yago,Yago,Hesp,X,12,89,MY201626
YES,YES,YES,,,,FMN_456206_P02_WG04,BN000805,good,13,,129,Hesperiidae,Hesperiinae,Taractocerini,,Telicota,eurotas,,,0.062,12.4,Telicota eurotas,Telicota eurotas,7/10/2017,Andy Warren,Andy Warren,Hesp,,172,127,129
YES,YES,YES,,,,FMN_456206_P02_WH11,BN000809,good,13,1/16/2017,EI-16-D188,Hesperiidae,Hesperiinae,Taractocerini,,Telicota,ternatensis,festa,Thorax,0.0756,15.1,Telicota ternatensis,Telicota ternatensis,7/10/2017,K.Dexter,D. Lohman,Hesp,,191,184,EI16D188
YES,YES,YES,,,,FMN_456206_P03_WD04,BN000808,good,13,12/28/2016,DL-16-V279,Hesperiidae,Hesperiinae,Taractocerini,,Telicota,ohara,jix,Thorax,0.111,22.2,Telicota ohara,Telicota ohara,7/10/2017,K.Dexter,D. Lohman,Hesp,,232,220,DL16V279
YES,YES,YES,,,,FMN_456206_P03_WG04,BN000806,good,13,12/28/2016,DL-16-V036,Hesperiidae,Hesperiinae,Taractocerini,,Telicota,linna,,Thorax,0.316,63.2,Telicota linna,Telicota linna,7/10/2017,K.Dexter,D. Lohman,Hesp,,268,223,DL16V036
