SamplesSubmitted,SequencesReceived,SequencesProcessed,LociRecoverd,DeliveredTo,DeliveredToDate,RAPiDSampleCode,BNet_UI,DNA_Yield,ProbeKit,Date_Extracted,ID,Family,Subfamily,Tribe,Section,Genus,Species,Subspecies,Tissue,QubitAssayConcentration,QubitStockConcentration,FullName,ValidName,DateSentToRapid,ExtractedBy,Contributor,ProjectCode,Type,RAPIDRowSort,RAPIDColumnSort,RAPIDUniqueClientCode,,,,,,,
YES,YES,YES,NA,,,FMN_456204_P01_WH04,BN000363,good,450,9/28/16,MY-2016-HES-12,Hesperiidae,Hesperiinae,Erionotini,,Ge,geta,,Thorax,0.427,85.4,Ge geta,Ge geta,12/13/16,K.Dexter,Yago,Hesp,X,88,32,BN000363,,,,,,,
YES,YES,YES,NA,,,FMN_456204_P01_WH05,BN000772,good,450,7/1/16,LEP 37037 (18 Indo),Hesperiidae,Hesperiinae,Erionotini,,Suastus,gremius,gremius,Thorax,0.565,113,Suastus gremius,Suastus gremius,12/13/16,K.Dexter,,Hesp,X,89,40,BN000772,,,,,,,
YES,YES,YES,NA,,,FMN_456204_P01_WH06,BN000244,good,450,11/17/16,LEP 40084,Hesperiidae,Pyrginae,Pyrgini,,Celotes,nessus,,Thorax,0.445,89,Celotes nessus,Celotes nessus,12/13/16,K.Dexter,,Hesp,X,90,48,BN000244,,,,,,,
YES,YES,YES,NA,,,FMN_456204_P01_WH07,BN000138,good,450,11/17/16,LEP 40127,Hesperiidae,Pyrginae,Pyrrhopygini,,Apyrrothrix,araxes,,Thorax,0.454,90.8,Apyrrothrix araxes,Apyrrothrix araxes,12/13/16,K.Dexter,,Hesp,X,91,56,BN000138,,,,,,,
YES,YES,YES,NA,,,FMN_456204_P01_WH08,BN000078,good,450,9/28/16,MY-2016-HES-74,Hesperiidae,Pyrginae,Tagiadini,,Abraximorpha,davidii,davidii,Thorax,0.466,93.2,Abraximorpha davidii,Abraximorpha davidii,12/13/16,K.Dexter,Yago,Hesp,X,92,64,BN000078,,,,,,,
YES,YES,YES,NA,,,FMN_456204_P01_WH09,BN000165,good,450,9/28/16,MY-2016-HES-16,Hesperiidae,Hesperiinae,Baoridini,,Baoris,farri,farri,Thorax,0.546,109,Baoris farri,Baoris farri,12/13/16,K.Dexter,Yago,Hesp,,93,72,BN000165,,,,,,,
YES,YES,YES,NA,,,FMN_456204_P01_WH10,BN000580,good,450,11/17/16,LEP 36447,Hesperiidae,Hesperiinae,Hesperiini,,Paratrytone,snowi,,Thorax,0.471,94.2,Paratrytone snowi,Paratrytone snowi,12/13/16,K.Dexter,,Hesp,,94,80,BN000580,,,,,,,
YES,YES,YES,NA,,,FMN_456204_P01_WH11,BN000474,good,450,9/28/16,MY-2016-HES-13,Hesperiidae,Hesperiinae,Erionotini,,Matapa,aria,,Thorax,0.481,96.2,Matapa aria,Matapa aria,12/13/16,K.Dexter,Yago,Hesp,X,95,88,BN000474,,,,,,,
YES,YES,YES,NA,,,FMN_456204_P01_WH12,BN000651,good,450,12/2/16,LEP 37004,Hesperiidae,Hesperiinae,Hesperiini,,Pompeius,verna,,Thorax,0.489,97.8,Pompeius verna,Pompeius verna,12/13/16,K.Dexter,,Hesp,,96,96,BN000651,,,,,,,
YES,YES,YES,369,,,FMN_456204_P02_WA01,BN000071,good,450,4/12/17,LEP 49972,Hedylidae,,,,Macrosoma,tipulata,,Abdomen,0.0683,13.7,Macrosoma tipulata,Macrosoma tipulata,6/27/17,K. Dexter,,Hedy,X,97,97,BN000071,,,,,,,
YES,YES,YES,372,,,FMN_456204_P02_WA02,BN000256,low,450,,193,Hesperiidae,Pyrginae,Erynnini,,Chiomara,asychis,,,0.0136,2.72,Chiomara asychis,Chiomara asychis,6/27/17,Andy Warren,Andy Warren,Hesp,,98,105,BN000256,,,,,,,
YES,YES,YES,378,,,FMN_456204_P02_WA03,BN000280,low,450,,173,Hesperiidae,Hesperiinae,Anthoptini,,Corticea,corticea,,,0.0145,2.9,Corticea corticea,Corticea corticea,6/27/17,Andy Warren,Andy Warren,Hesp,X,99,113,BN000280,,,,,,,
YES,YES,YES,376,,,FMN_456204_P02_WA04,BN000205,low,450,,80,Hesperiidae,Hesperiinae,Moncini,,Callimormus,radiola,,,0.0157,3.14,Callimormus radiola,Callimormus radiola,6/27/17,Andy Warren,Andy Warren,Hesp,,100,121,BN000205,,,,,,,
YES,YES,YES,380,,,FMN_456204_P02_WA05,BN000155,good,450,,188,Hesperiidae,Pyrginae,Achlyodini,,Atarnes,sallei,,,0.0186,3.72,Atarnes sallei,Atarnes sallei,6/27/17,Andy Warren,Andy Warren,Hesp,X,101,129,BN000155,,,,,,,
YES,YES,YES,388,,,FMN_456204_P02_WA06,BN000743,low,450,4/12/17,Rvcoll11K853,Hesperiidae,Hesperiinae,,,Semalea,pulvina,,Thorax,0.0223,4.46,Semalea pulvina,Semalea pulvina,6/27/17,K. Dexter,Roger Vila,Hesp,X,102,137,BN000743,,,,,,,
YES,YES,YES,382,,,FMN_456204_P02_WA07,BN000137,good,450,,344,Hesperiidae,Hesperiinae,Hesperiiini,,Appia,appia,,,0.0286,5.72,Appia appia,Appia appia,6/27/17,Andy Warren,Andy Warren,Hesp,X,103,145,BN000137,,,,,,,
YES,YES,YES,377,,,FMN_456204_P02_WA08,BN000538,good,450,,160,Hesperiidae,Hesperiinae,Hesperiini,,Nyctelius,nyctelius,,,0.0288,5.76,Nyctelius nyctelius,Nyctelius nyctelius,6/27/17,Andy Warren,Andy Warren,Hesp,X,104,153,BN000538,,,,,,,
YES,YES,YES,380,,,FMN_456204_P02_WA09,BN000526,good,450,,635,Hesperiidae,Hesperiinae,Moncini,,Niconiades,xanthaphes,,,0.0293,5.86,Niconiades xanthaphes,Niconiades xanthaphes,6/27/17,Andy Warren,Andy Warren,Hesp,X,105,161,BN000526,,,,,,,
YES,YES,YES,385,,,FMN_456204_P02_WA10,BN000451,good,450,,414,Hesperiidae,Pyrginae,Pyrrhopygini,Pyrrhopygina,Jemadia,hewitsonii,,,0.303,6.06,Jemadia hewitsonii,Jemadia hewitsonii,6/27/17,Andy Warren,Andy Warren,Hesp,,106,169,BN000451,,,,,,,
YES,YES,YES,378,,,FMN_456204_P02_WA11,BN000314,good,450,,66,Hesperiidae,Pyrginae,Erynnini,,Ebrietas,infanda,,,0.0305,6.1,Ebrietas infanda,Ebrietas infanda,6/27/17,Andy Warren,Andy Warren,Hesp,,107,177,BN000314,,,,,,,
YES,YES,YES,384,,,FMN_456204_P02_WA12,BN000080,good,450,,186,Hesperiidae,Eudaminae,,,Achalarus,albociliatus,,,0.0307,6.14,Achalarus albociliatus,Achalarus albociliatus,6/27/17,Andy Warren,Andy Warren,Hesp,,108,185,BN000080,,,,,,,
YES,YES,YES,380,,,FMN_456204_P02_WB01,BN000198,good,450,,566,Hesperiidae,Hesperiinae,Erionotini,,Caenides,dacela,,,0.031,6.2,Caenides dacela,Caenides dacela,6/27/17,Andy Warren,Andy Warren,Hesp,X,109,98,BN000198,,,,,,,
YES,YES,YES,383,,,FMN_456204_P02_WB02,BN000736,good,450,,346,Hesperiidae,Hesperiinae,Moncini,,Saturnus,metonidia,,,0.031,6.2,Saturnus metonidia,Saturnus metonidia,6/27/17,Andy Warren,Andy Warren,Hesp,,110,106,BN000736,,,,,,,
YES,YES,YES,385,,,FMN_456204_P02_WB03,BN000196,good,450,,499,Hesperiidae,Eudaminae,,,Cabares,potrillo,,,0.0315,6.3,Cabares potrillo,Cabares potrillo,6/27/17,Andy Warren,Andy Warren,Hesp,X,111,114,BN000196,,,,,,,
YES,YES,YES,385,,,FMN_456204_P02_WB04,BN000468,good,450,,597,Hesperiidae,Eudaminae,,,Lobocla,liliana,,,0.0315,6.3,Lobocla liliana,Lobocla liliana,6/27/17,Andy Warren,Andy Warren,Hesp,X,112,122,BN000468,,,,,,,
YES,YES,YES,383,,,FMN_456204_P02_WB05,BN000737,good,450,1/16/17,YI-16-P197,Hesperiidae,Hesperiinae,Erionotini,,Scobura,isota,,Thorax,0.0316,6.32,Scobura isota,Scobura isota,6/27/17,K.Dexter,D. Lohman,Hesp,,113,130,BN000737,,,,,,,
YES,YES,YES,384,,,FMN_456204_P02_WB06,BN000673,good,450,,639,Hesperiidae,Eudaminae,,,Pseudonascus,paullinae,,,0.034,6.8,Pseudonascus paullinae,Pseudonascus paulliniae,6/27/17,Andy Warren,Andy Warren,Hesp,X,114,138,BN000673,,,,,,,
YES,YES,YES,295,,,FMN_456204_P02_WB07,BN000132,good,450,,157,Hesperiidae,Pyrginae,Pyrgini,,Antigonus,erosus,,,0.0341,6.82,Antigonus erosus,Antigonus erosus,6/27/17,Andy Warren,Andy Warren,Hesp,X,115,146,BN000132,,,,,,,
YES,YES,YES,380,,,FMN_456204_P02_WB08,BN000795,good,450,,513,Hesperiidae,Hesperiinae,Carystini,,Talides,sinois,,,0.0341,6.82,Talides sinois,Talides sinois,6/27/17,Andy Warren,Andy Warren,Hesp,X,116,154,BN000795,,,,,,,
YES,YES,YES,382,,,FMN_456204_P02_WB09,BN000207,good,450,,144,Hesperiidae,Hesperiinae,Carystini,,Calpodes,ethlius,,,0.0345,6.9,Calpodes ethlius,Calpodes ethlius,6/27/17,Andy Warren,Andy Warren,Hesp,X,117,162,BN000207,,,,,,,
YES,YES,YES,340,,,FMN_456204_P02_WB10,BN000481,good,450,,115,Hesperiidae,Trapezitinae,,,Mesodina,halyzia,,,0.0345,6.9,Mesodina halyzia,Mesodina halyzia,6/27/17,Andy Warren,Andy Warren,Hesp,X,118,170,BN000481,,,,,,,
YES,YES,YES,382,,,FMN_456204_P02_WB11,BN000284,good,450,1/16/17,YI-16-P074,Hesperiidae,Pyrginae,Tagiadini,,Ctenoptilum,vasava,vasava,Thorax,0.0352,7.04,Ctenoptilum vasava,Ctenoptilum vasava,6/27/17,K.Dexter,D. Lohman,Hesp,X,119,178,BN000284,,,,,,,
YES,YES,YES,383,,,FMN_456204_P02_WB12,BN000890,good,450,,432,Hesperiidae,Hesperiinae,Hesperiini,,Xeniades,orchamus,,,0.0358,7.16,Xeniades orchamus,Xeniades orchamus,6/27/17,Andy Warren,Andy Warren,Hesp,X,120,186,BN000890,,,,,,,
YES,YES,YES,379,,,FMN_456204_P02_WC01,BN000211,good,450,,81,Hesperiidae,Pyrginae,Erynnini,,Camptopleura,,,,0.036,7.2,Camptopleura,Camptopleura,6/27/17,Andy Warren,Andy Warren,Hesp,,121,99,BN000211,,,,,,,
YES,YES,YES,381,,,FMN_456204_P02_WC02,BN000369,good,450,1/16/17,YI-16-P122,Hesperiidae,Pyrginae,Tagiadini,,Gerosis,bhagava,,Thorax,0.0366,7.32,Gerosis bhagava,Gerosis bhagava,6/27/17,K.Dexter,D. Lohman,Hesp,,122,107,BN000369,,,,,,,
YES,YES,YES,383,,,FMN_456204_P02_WC03,BN000189,good,450,9/28/16,MY-2016-HES-43,Hesperiidae,Coeliadinae,,,Burara,harisa,consobrina,Legs,0.0372,7.44,Burara harisa,Burara harisa,6/27/17,K.Dexter,Yago,Hesp,,123,115,BN000189,,,,,,,
YES,YES,YES,380,,,FMN_456204_P02_WC04,BN000109,good,450,1/16/17,FH-16-Y028,Hesperiidae,Hesperiinae,Ampittiini,,Ampittia,virgata,miyakei,Thorax,0.0383,7.66,Ampittia virgata,Ampittia virgata,6/27/17,K.Dexter,D. Lohman,Hesp,,124,123,BN000109,,,,,,,
YES,YES,YES,382,,,FMN_456204_P02_WC05,BN000375,good,450,4/3/17,RVcoll14T941,Hesperiidae,Hesperiinae,,,Gorgyra,diversata,,Thorax,0.387,7.74,Gorgyra diversata,Gorgyra diversata,6/27/17,K. Dexter,Roger Villa,Hesp,,125,131,BN000375,,,,,,,
YES,YES,YES,219,,,FMN_456204_P02_WC06,BN000706,good,450,,64,Hesperiidae,Hesperiinae,,,Pyrrhopygopsis,socrates,crates,,0.0388,7.76,Pyrrhopygopsis socrates,Pyrrhopygopsis socrates,6/27/17,Andy Warren,Andy Warren,Hesp,X,126,139,BN000706,,,,,,,
YES,YES,YES,384,,,FMN_456204_P02_WC07,BN000128,good,450,,301,Hesperiidae,Trapezitinae,,,Anisynta,tillyardi,,,0.0389,7.78,Anisynta tillyardi,Anisynta tillyardi,6/27/17,Andy Warren,Andy Warren,Hesp,,127,147,BN000128,,,,,,,
YES,YES,YES,323,,,FMN_456204_P02_WC08,BN000668,good,450,,139,Hesperiidae,Eudaminae,,,Proteides,mercurius,,,0.0389,7.78,Proteides mercurius,Proteides mercurius,6/27/17,Andy Warren,Andy Warren,Hesp,X,128,155,BN000668,,,,,,,
YES,YES,YES,382,,,FMN_456204_P02_WC09,BN000810,good,450,4/12/17,Rvcoll11K217,Hesperiidae,Hesperiinae,Erionotini,,Teniorhinus,harona,,Thorax,0.039,7.8,Teniorhinus harona,Teniorhinus harona,6/27/17,K. Dexter,Roger Vila,Hesp,,129,163,BN000810,,,,,,,
YES,YES,YES,384,,,FMN_456204_P02_WC10,BN000310,good,450,,455,Hesperiidae,Eudaminae,,,Drephalys,kidonoi,,,0.0391,7.82,Drephalys kidonoi,Drephalys kidonoi,6/27/17,Andy Warren,Andy Warren,Hesp,,130,171,BN000310,,,,,,,
YES,YES,YES,380,,,FMN_456204_P02_WC11,BN000881,good,450,,341,Hesperiidae,Hesperiinae,Moncini,,Virga,austrinus,,,0.0395,7.9,Virga austrinus,Virga austrinus,6/27/17,Andy Warren,Andy Warren,Hesp,,131,179,BN000881,,,,,,,
YES,YES,YES,384,,,FMN_456204_P02_WC12,BN000159,good,450,,67,Hesperiidae,Eudaminae,,,Autochton,longipennis,,,0.0403,8.06,Autochton longipennis,Autochton longipennis,6/27/17,Andy Warren,Andy Warren,Hesp,,132,187,BN000159,,,,,,,
YES,YES,YES,380,,,FMN_456204_P02_WD01,BN000484,good,450,,631,Hesperiidae,Heteropterinae,,,Metisella,metis,,,0.0406,8.12,Metisella metis,Metisella metis,6/27/17,Andy Warren,Andy Warren,Hesp,X,133,100,BN000484,,,,,,,
YES,YES,YES,377,,,FMN_456204_P02_WD02,BN000666,good,450,4/12/17,Rvcoll11K836,Hesperiidae,Hesperiinae,,,Prosopalpus,debilis,,Thorax,0.0411,8.22,Prosopalpus debilis,Prosopalpus debilis,6/27/17,K. Dexter,Roger Vila,Hesp,,134,108,BN000666,,,,,,,
YES,YES,YES,380,,,FMN_456204_P02_WD03,BN000768,good,450,,82,Hesperiidae,Pyrginae,Carcharodini,,Staphylus,ceos,,,0.0415,8.3,Staphylus ceos,Staphylus ceos,6/27/17,Andy Warren,Andy Warren,Hesp,,135,116,BN000768,,,,,,,
YES,YES,YES,378,,,FMN_456204_P02_WD04,BN000557,good,450,1/16/17,YI-16-P017,Hesperiidae,Hesperiinae,Aeromachini,,Onryza,siamica,,Thorax,0.0417,8.34,Onryza siamica,Onryza siamica,6/27/17,K.Dexter,D. Lohman,Hesp,,136,124,BN000557,,,,,,,
YES,YES,YES,381,,,FMN_456204_P02_WD05,BN000096,good,450,,620,Hesperiidae,Pyrginae,Celaenorrhinini,,Alenia,,,,0.0426,8.52,Alenia,Alenia,6/27/17,Andy Warren,Andy Warren,Hesp,,137,132,BN000096,,,,,,,
YES,YES,YES,384,,,FMN_456204_P02_WD06,BN000780,good,450,,634,Hesperiidae,Hesperiinae,Anthoptini,,Synapte,silius,,,0.0427,8.54,Synapte silius,Synapte silius,6/27/17,Andy Warren,Andy Warren,Hesp,,138,140,BN000780,,,,,,,
YES,YES,YES,305,,,FMN_456204_P02_WD07,BN000525,good,450,,99,Hesperiidae,Pyrginae,Tagiadini,,Netrocoryne,repanda,,,0.0431,8.62,Netrocoryne repanda,Netrocoryne repanda,6/27/17,Andy Warren,Andy Warren,Hesp,X,139,148,BN000525,,,,,,,
YES,YES,YES,386,,,FMN_456204_P02_WD08,BN000306,good,450,,468,Hesperiidae,Hesperiinae,Hesperiini,,Decinea,decinea,,,0.0441,8.82,Decinea decinea,Decinea decinea,6/27/17,Andy Warren,Andy Warren,Hesp,X,140,156,BN000306,,,,,,,
YES,YES,YES,385,,,FMN_456204_P02_WD09,BN000516,good,450,,528,Hesperiidae,Eudaminae,,,Narcosius,colossus,,,0.0444,8.88,Narcosius colossus,Narcosius colossus,6/27/17,Andy Warren,Andy Warren,Hesp,,141,164,BN000516,,,,,,,
YES,YES,YES,382,,,FMN_456204_P02_WD10,BN000398,good,450,,435,Hesperiidae,Pyrginae,Erynnini,,Helias,phalaenoides,,,0.0448,8.96,Helias phalaenoides,Helias phalaenoides,6/27/17,Andy Warren,Andy Warren,Hesp,X,142,172,BN000398,,,,,,,
YES,YES,YES,379,,,FMN_456204_P02_WD11,BN000589,good,450,11/17/16,LEP 40454,Hesperiidae,Hesperiinae,Baoridini,,Parnara,guttatus,,Thorax,0.0451,9.02,Parnara guttatus,Parnara guttatus,6/27/17,K.Dexter,,Hesp,X,143,180,BN000589,,,,,,,
YES,YES,YES,381,,,FMN_456204_P02_WD12,BN000460,good,450,,489,Hesperiidae,Hesperiinae,Moncini,,Lento,lento,,,0.0454,9.08,Lento lento,Lento lento,6/27/17,Andy Warren,Andy Warren,Hesp,X,144,188,BN000460,,,,,,,
YES,YES,YES,381,,,FMN_456204_P02_WE01,BN000672,good,450,,229,Hesperiidae,Hesperiinae,Hesperiini,,Pseudocopaeodes,eunus,,,0.0467,9.34,Pseudocopaeodes eunus,Pseudocopaeodes eunus,6/27/17,Andy Warren,Andy Warren,Hesp,X,145,101,BN000672,,,,,,,
YES,YES,YES,381,,,FMN_456204_P02_WE02,BN000467,good,450,,436,Hesperiidae,Hesperiinae,Hesperiini,,Lindra,brasus,,,0.048,9.6,Lindra brasus,Lindra brasus,6/27/17,Andy Warren,Andy Warren,Hesp,,146,109,BN000467,,,,,,,
YES,YES,YES,383,,,FMN_456204_P02_WE03,BN000286,good,450,,484,Hesperiidae,Hesperiinae,Moncini,,Cumbre,cumbre?,,,0.0481,9.62,Cumbre cumbre?,Cumbre sp,6/27/17,Andy Warren,Andy Warren,Hesp,X,147,117,BN000286,,,,,,,
YES,YES,YES,382,,,FMN_456204_P02_WE04,BN000613,good,450,,443,Hesperiidae,Eudaminae,,,Phocides,polybius,lilia,,0.0483,9.66,Phocides polybius,Phocides polybius,6/27/17,Andy Warren,Andy Warren,Hesp,,148,125,BN000613,,,,,,,
YES,YES,YES,372,,,FMN_456204_P02_WE05,BN000754,good,450,,141,Hesperiidae,Eudaminae,,,Spathilepia,clonius,,,0.0483,9.66,Spathilepia clonius,Spathilepia clonius,6/27/17,Andy Warren,Andy Warren,Hesp,X,149,133,BN000754,,,,,,,
YES,YES,YES,377,,,FMN_456204_P02_WE06,BN000753,good,450,1/16/17,YI-16-P087,Hesperiidae,Hesperiinae,Aeromachini,,Sovia,albipectus,,Thorax,0.0489,9.78,Sovia albipectus,Sovia albipectus,6/27/17,K.Dexter,D. Lohman,Hesp,,150,141,BN000753,,,,,,,
YES,YES,YES,380,,,FMN_456204_P02_WE07,BN000813,good,450,,483,Hesperiidae,Pyrginae,Erinnini,,Theagenes,dichrous,,,0.0491,9.82,Theagenes dichrous,Theagenes dichrous,6/27/17,Andy Warren,Andy Warren,Hesp,,151,149,BN000813,,,,,,,
YES,YES,YES,384,,,FMN_456204_P02_WE08,BN000558,good,450,,322,Hesperiidae,Trapezitinae,,,Oreisplanus,munionga,,,0.0494,9.88,Oreisplanus munionga,Oreisplanus munionga,6/27/17,Andy Warren,Andy Warren,Hesp,X,152,157,BN000558,,,,,,,
YES,YES,YES,381,,,FMN_456204_P02_WE09,BN000901,good,450,9/28/16,MY-2016-HES-32,Hesperiidae,Hesperiinae,Erionotini,,Zographetus,ogygia,ogygia,Thorax,0.0494,9.88,Zographetus ogygia,Zographetus ogygia,6/27/17,K.Dexter,Yago,Hesp,,153,165,BN000901,,,,,,,
YES,YES,YES,382,,,FMN_456204_P02_WE10,BN000317,good,450,,524,Hesperiidae,Pyrginae,Pyrrhopygini,Pyrrhopygina,Elbella,scylla,,,0.0507,10.1,Elbella scylla,Elbella scylla,6/27/17,Andy Warren,Andy Warren,Hesp,X,154,173,BN000317,,,,,,,
YES,YES,YES,387,,,FMN_456204_P02_WE11,BN000135,good,450,,617,Hesperiidae,Trapezitinae,,,Antipodia,atralba,dactyliota,,0.0509,10.2,Antipodia atralba,Antipodia atralba,6/27/17,Andy Warren,Andy Warren,Hesp,,155,181,BN000135,,,,,,,
YES,YES,YES,381,,,FMN_456204_P02_WE12,BN000261,good,450,1/16/17,NC-11-J017,Hesperiidae,Hesperiinae,Hesperiini,,Choranthus?,,,Thorax,0.0509,10.2,Choranthus?,NRChoranthus,6/27/17,K.Dexter,D. Lohman,Hesp,,156,189,BN000261,,,,,,,
YES,YES,YES,380,,,FMN_456204_P02_WF01,BN000594,good,450,4/12/17,Rvcoll11K629,Hesperiidae,Hesperiinae,,,Parosmodes,morantii,,Thorax,0.0527,10.5,Parosmodes morantii,Parosmodes morantii,6/27/17,K. Dexter,Roger Vila,Hesp,X,157,102,BN000594,,,,,,,
YES,YES,YES,382,,,FMN_456204_P02_WF02,BN000423,good,450,,101,Hesperiidae,Trapezitinae,,,Hesperilla,ornata,,,0.0534,10.7,Hesperilla ornata,Hesperilla ornata,6/27/17,Andy Warren,Andy Warren,Hesp,X,158,110,BN000423,,,,,,,
YES,YES,YES,380,,,FMN_456204_P02_WF03,BN000770,good,450,,94,Hesperiidae,Hesperiinae,Hesperiini,,Stinga,morrisoni,,,0.0533,10.7,Stinga morrisoni,Stinga morrisoni,6/27/17,Andy Warren,Andy Warren,Hesp,X,159,118,BN000770,,,,,,,
YES,YES,YES,369,,,FMN_456204_P02_WF04,BN000735,good,450,4/3/17,CN-16-P041,Hesperiidae,Pyrginae,Tagiadini,,Satarupa,gopala,,Abdomen,0.0534,10.7,Satarupa gopala,Satarupa gopala,6/27/17,K. Dexter,David Lohman,Hesp,X,160,126,BN000735,,,,,,,
YES,YES,YES,360,,,FMN_456204_P02_WF05,BN000246,good,450,,121,Hesperiidae,Hesperiinae,Taractrocerini,,Cephrenes,augiades,,,0.0542,10.8,Cephrenes augiades,Cephrenes augiades,6/27/17,Andy Warren,Andy Warren,Hesp,,161,134,BN000246,,,,,,,
YES,YES,YES,382,,,FMN_456204_P02_WF06,BN000489,good,450,,636,Hesperiidae,Pyrginae,Achlyodini,,Milanion,marciana,,,0.0556,11.1,Milanion marciana,Milanion marciana,6/27/17,Andy Warren,Andy Warren,Hesp,,162,142,BN000489,,,,,,,
YES,YES,YES,386,,,FMN_456204_P02_WF07,BN000583,good,450,,526,Hesperiidae,Pyrginae,Pyrrhopygini,Pyrrhopygina,Parelbella,macleannani,,,0.0556,11.1,Parelbella macleannani,Parelbella macleannani,6/27/17,Andy Warren,Andy Warren,Hesp,,163,150,BN000583,,,,,,,
YES,YES,YES,387,,,FMN_456204_P02_WF08,BN000139,good,450,4/3/17,Rvcoll08L535,Hesperiidae,Heteropterinae,,,Argopteron,aureipennis,,Thorax,0.0565,11.3,Argopteron aureipennis,Argopteron aureipennis,6/27/17,K. Dexter,Roger Villa,Hesp,X,164,158,BN000139,,,,,,,
YES,YES,YES,388,,,FMN_456204_P02_WF09,BN000203,good,450,,529,Hesperiidae,Eudaminae,,,Calliades,zeutus,,,0.0577,11.5,Calliades zeutus,Calliades zeutus,6/27/17,Andy Warren,Andy Warren,Hesp,,165,166,BN000203,,,,,,,
YES,YES,YES,384,,,FMN_456204_P02_WF10,BN000524,good,450,4/12/17,LEP 48673,Hesperiidae,Pyrginae,Tagiadini,,Netrobalane,canopus,,Thorax,0.0574,11.5,Netrobalane canopus,Netrobalane canopus,6/27/17,K. Dexter,,Hesp,X,166,174,BN000524,,,,,,,
YES,YES,YES,384,,,FMN_456204_P02_WF11,BN000373,good,450,4/12/17,LEP 48625,Hesperiidae,Pyrginae,Carcharodini,,Gomalia,elma,elma,Thorax,0.0574,11.5,Gomalia elma,Gomalia elma,6/27/17,K. Dexter,,Hesp,,167,182,BN000373,,,,,,,
YES,YES,YES,381,,,FMN_456204_P02_WF12,BN000486,good,450,,562,Hesperiidae,Hesperiinae,,,Meza,meza,,,0.0584,11.7,Meza meza,Meza meza,6/27/17,Andy Warren,Andy Warren,Hesp,X,168,190,BN000486,,,,,,,
YES,YES,YES,380,,,FMN_456204_P02_WG01,BN000878,good,450,,480,Hesperiidae,Hesperiinae,Moncini,,Vinius,letis,,,0.0586,11.7,Vinius letis,Vinius letis,6/27/17,Andy Warren,Andy Warren,Hesp,,169,103,BN000878,,,,,,,
YES,YES,YES,383,,,FMN_456204_P02_WG02,BN000245,good,450,,446,Hesperiidae,Eudaminae,,,Cephise,aelius,,,0.0589,11.8,Cephise aelius,Cephise aelius,6/27/17,Andy Warren,Andy Warren,Hesp,,170,111,BN000245,,,,,,,
YES,YES,YES,387,,,FMN_456204_P02_WG03,BN000309,good,450,,303,Hesperiidae,Trapezitinae,,,Dispar,compacta,,,0.0589,11.8,Dispar compacta,Dispar compacta,6/27/17,Andy Warren,Andy Warren,Hesp,X,171,119,BN000309,,,,,,,
YES,YES,YES,387,,,FMN_456204_P02_WG04,BN000746,good,450,,304,Hesperiidae,Trapezitinae,,,Signeta,flammeata,,,0.059,11.8,Signeta flammeata,Signeta flammeata,6/27/17,Andy Warren,Andy Warren,Hesp,X,172,127,BN000746,,,,,,,
YES,YES,YES,385,,,FMN_456204_P02_WG05,BN000817,good,450,,503,Hesperiidae,Hesperiinae,Hesperiini,,Thespieus,macareus,,,0.059,11.8,Thespieus macareus,Thespieus macareus,6/27/17,Andy Warren,Andy Warren,Hesp,,173,135,BN000817,,,,,,,
YES,YES,YES,388,,,FMN_456204_P02_WG06,BN000581,good,450,4/12/17,Rvcoll11K865,Hesperiidae,Hesperiinae,,,Pardaleodes,incerta,,Thorax,0.0592,11.8,Pardaleodes incerta,Pardaleodes incerta,6/27/17,K. Dexter,Roger Vila,Hesp,,174,143,BN000581,,,,,,,
YES,YES,YES,371,,,FMN_456204_P02_WG07,BN000716,good,450,,363,Hesperiidae,Hesperiinae,,,Rhabdomantis,,,,0.0595,11.9,Rhabdomantis,Rhabdomantis,6/27/17,Andy Warren,Andy Warren,Hesp,,175,151,BN000716,,,,,,,
YES,YES,YES,385,,,FMN_456204_P02_WG08,BN000386,good,450,9/28/16,MY-2016-HES-75,Hesperiidae,Coeliadinae,,,Hasora,badra,badra,Legs,0.0602,12,Hasora badra,Hasora badra,6/27/17,K.Dexter,Yago,Hesp,X,176,159,BN000386,,,,,,,
YES,YES,YES,381,,,FMN_456204_P02_WG09,BN000701,good,450,4/12/17,Rvcoll06A104,Hesperiidae,Coeliadinae,,,Pyrrhiades,lucagus,,Thorax,0.0615,12.3,Pyrrhiades lucagus,Pyrrhiades lucagus,6/27/17,K. Dexter,Roger Vila,Hesp,X,177,167,BN000701,,,,,,,
YES,YES,YES,382,,,FMN_456204_P02_WG10,BN000707,good,450,,511,Hesperiidae,Pyrginae,Achlyodini,,Pythonides,jovianus,,,0.0621,12.4,Pythonides jovianus,Pythonides jovianus,6/27/17,Andy Warren,Andy Warren,Hesp,X,178,175,BN000707,,,,,,,
YES,YES,YES,382,,,FMN_456204_P02_WG11,BN000856,good,450,,412,Hesperiidae,Eudaminae,,,Udranomia,kikkawai,,,0.0619,12.4,Udranomia kikkawai,Udranomia kikkawai,6/27/17,Andy Warren,Andy Warren,Hesp,,179,183,BN000856,,,,,,,
YES,YES,YES,379,,,FMN_456204_P02_WG12,BN000506,good,450,4/12/17,RVcoll07W266,Hesperiidae,Pyrginae,Carcharodini,,Muschampia,proto,,Thorax,0.0619,12.4,Muschampia proto,Sloperia proto,6/27/17,K. Dexter,Roger Vila,Hesp,X,180,191,BN000506,,,,,,,
